prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: college/grad student

Watch history:
1. Cops and Robbersons (1994)
2. House Party 3 (1994)
3. Meatballs 4 (1992)
4. Little Rascals, The (1994)
5. Home Alone 3 (1997)
6. Odd Couple II, The (1998)
7. Police Academy 4: Citizens on Patrol (1987)
8. Police Academy 6: City Under Siege (1989)
9. Grease 2 (1982)
10. Porky's II: The Next Day (1983)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Cops and Robbersons (1994)
2. House Party 3 (1994)
3. Meatballs 4 (1992)
4. Little Rascals, The (1994)
5. Home Alone 3 (1997)
6. Odd Couple II, The (1998)
7. Police Academy 4: Citizens on Patrol (1987)
8. Police Academy 6: City Under Siege (1989)
9. Grease 2 (1982)
10. Porky's II: The Next Day (1983)",M,25-34,college/grad student,2799,Problem Child 2 (1991)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. I.Q. (1994)
2. Prince of Tides, The (1991)
3. Home Fries (1998)
4. French Kiss (1995)
5. Six Days Seven Nights (1998)
6. First Knight (1995)
7. She's So Lovely (1997)
8. American Beauty (1999)
9. Being John Malkovich (1999)
10. Shall We Dance? (Shall We Dansu?) (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. I.Q. (1994)
2. Prince of Tides, The (1991)
3. Home Fries (1998)
4. French Kiss (1995)
5. Six Days Seven Nights (1998)
6. First Knight (1995)
7. She's So Lovely (1997)
8. American Beauty (1999)
9. Being John Malkovich (1999)
10. Shall We Dance? (Shall We Dansu?) (1996)",M,25-34,executive/managerial,2599,Election (1999)
"User profile (audit only):
- gender: M
- age: 56+
- occupation: academic/educator

Watch history:
1. Restoration (1995)
2. Wings of the Dove, The (1997)
3. Four Weddings and a Funeral (1994)
4. Ice Storm, The (1997)
5. Manhattan Murder Mystery (1993)
6. Secret Garden, The (1993)
7. Bullets Over Broadway (1994)
8. English Patient, The (1996)
9. Seven Years in Tibet (1997)
10. Winter Guest, The (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Restoration (1995)
2. Wings of the Dove, The (1997)
3. Four Weddings and a Funeral (1994)
4. Ice Storm, The (1997)
5. Manhattan Murder Mystery (1993)
6. Secret Garden, The (1993)
7. Bullets Over Broadway (1994)
8. English Patient, The (1996)
9. Seven Years in Tibet (1997)
10. Winter Guest, The (1997)",M,56+,academic/educator,1484,"Daytrippers, The (1996)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: writer

Watch history:
1. Godfather: Part III, The (1990)
2. Drop Zone (1994)
3. Broken Arrow (1996)
4. Superman II (1980)
5. Mr. Nice Guy (1997)
6. Dick Tracy (1990)
7. Jewel of the Nile, The (1985)
8. View to a Kill, A (1985)
9. Tequila Sunrise (1988)
10. Eraser (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Godfather: Part III, The (1990)
2. Drop Zone (1994)
3. Broken Arrow (1996)
4. Superman II (1980)
5. Mr. Nice Guy (1997)
6. Dick Tracy (1990)
7. Jewel of the Nile, The (1985)
8. View to a Kill, A (1985)
9. Tequila Sunrise (1988)
10. Eraser (1996)",M,25-34,writer,1100,Days of Thunder (1990)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Open Your Eyes (Abre los ojos) (1997)
2. 20,000 Leagues Under the Sea (1954)
3. My Favorite Martian (1999)
4. Starman (1984)
5. Galaxy Quest (1999)
6. Contact (1997)
7. Dark City (1998)
8. Runaway (1984)
9. War of the Worlds, The (1953)
10. Abyss, The (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Open Your Eyes (Abre los ojos) (1997)
2. 20,000 Leagues Under the Sea (1954)
3. My Favorite Martian (1999)
4. Starman (1984)
5. Galaxy Quest (1999)
6. Contact (1997)
7. Dark City (1998)
8. Runaway (1984)
9. War of the Worlds, The (1953)
10. Abyss, The (1989)",M,25-34,other,480,Jurassic Park (1993)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: clerical/admin

Watch history:
1. Brazil (1985)
2. Dead Poets Society (1989)
3. Angel Heart (1987)
4. Postman Always Rings Twice, The (1981)
5. Dirty Dancing (1987)
6. U2: Rattle and Hum (1988)
7. School Daze (1988)
8. Dune (1984)
9. Manhattan (1979)
10. M*A*S*H (1970)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Brazil (1985)
2. Dead Poets Society (1989)
3. Angel Heart (1987)
4. Postman Always Rings Twice, The (1981)
5. Dirty Dancing (1987)
6. U2: Rattle and Hum (1988)
7. School Daze (1988)
8. Dune (1984)
9. Manhattan (1979)
10. M*A*S*H (1970)",F,35-44,clerical/admin,1252,Chinatown (1974)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: sales/marketing

Watch history:
1. 101 Dalmatians (1996)
2. Fletch Lives (1989)
3. Wayne's World 2 (1993)
4. Weird Science (1985)
5. Bean (1997)
6. White Men Can't Jump (1992)
7. Spy Hard (1996)
8. Death Becomes Her (1992)
9. Funny Farm (1988)
10. Weekend at Bernie's (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. 101 Dalmatians (1996)
2. Fletch Lives (1989)
3. Wayne's World 2 (1993)
4. Weird Science (1985)
5. Bean (1997)
6. White Men Can't Jump (1992)
7. Spy Hard (1996)
8. Death Becomes Her (1992)
9. Funny Farm (1988)
10. Weekend at Bernie's (1989)",F,25-34,sales/marketing,784,"Cable Guy, The (1996)"
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: clerical/admin

Watch history:
1. Hunchback of Notre Dame, The (1996)
2. Howard the Duck (1986)
3. Idle Hands (1999)
4. Ideal Husband, An (1999)
5. In God's Hands (1998)
6. In Search of the Castaways (1962)
7. Indiana Jones and the Last Crusade (1989)
8. Independence Day (ID4) (1996)
9. Indian Summer (a.k.a. Alive & Kicking) (1996)
10. Indiana Jones and the Temple of Doom (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Hunchback of Notre Dame, The (1996)
2. Howard the Duck (1986)
3. Idle Hands (1999)
4. Ideal Husband, An (1999)
5. In God's Hands (1998)
6. In Search of the Castaways (1962)
7. Indiana Jones and the Last Crusade (1989)
8. Independence Day (ID4) (1996)
9. Indian Summer (a.k.a. Alive & Kicking) (1996)
10. Indiana Jones and the Temple of Doom (1984)",F,25-34,clerical/admin,963,"Inspector General, The (1949)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Say Anything... (1989)
2. Romeo and Juliet (1968)
3. In the Name of the Father (1993)
4. Frankenstein (1931)
5. Babe: Pig in the City (1998)
6. Quiz Show (1994)
7. Groundhog Day (1993)
8. Killing Fields, The (1984)
9. Harvey (1950)
10. Howards End (1992)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Say Anything... (1989)
2. Romeo and Juliet (1968)
3. In the Name of the Father (1993)
4. Frankenstein (1931)
5. Babe: Pig in the City (1998)
6. Quiz Show (1994)
7. Groundhog Day (1993)
8. Killing Fields, The (1984)
9. Harvey (1950)
10. Howards End (1992)",M,25-34,technician/engineer,1673,Boogie Nights (1997)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: self-employed

Watch history:
1. Stand by Me (1986)
2. Melvin and Howard (1980)
3. Natural, The (1984)
4. Ordinary People (1980)
5. Lethal Weapon (1987)
6. Indiana Jones and the Last Crusade (1989)
7. Shining, The (1980)
8. Field of Dreams (1989)
9. On Golden Pond (1981)
10. Batman (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Stand by Me (1986)
2. Melvin and Howard (1980)
3. Natural, The (1984)
4. Ordinary People (1980)
5. Lethal Weapon (1987)
6. Indiana Jones and the Last Crusade (1989)
7. Shining, The (1980)
8. Field of Dreams (1989)
9. On Golden Pond (1981)
10. Batman (1989)",M,35-44,self-employed,1210,Star Wars: Episode VI - Return of the Jedi (1983)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Crow, The (1994)
2. Falling Down (1993)
3. Lawnmower Man, The (1992)
4. Dead Presidents (1995)
5. Twister (1996)
6. Wizard of Oz, The (1939)
7. Deliverance (1972)
8. Jurassic Park (1993)
9. NeverEnding Story, The (1984)
10. City of Lost Children, The (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Crow, The (1994)
2. Falling Down (1993)
3. Lawnmower Man, The (1992)
4. Dead Presidents (1995)
5. Twister (1996)
6. Wizard of Oz, The (1939)
7. Deliverance (1972)
8. Jurassic Park (1993)
9. NeverEnding Story, The (1984)
10. City of Lost Children, The (1995)",M,25-34,sales/marketing,648,Mission: Impossible (1996)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: programmer

Watch history:
1. Digimon: The Movie (2000)
2. Duets (2000)
3. Highlander: Endgame (2000)
4. Terminator 2: Judgment Day (1991)
5. Shanghai Noon (2000)
6. Jurassic Park (1993)
7. Pitch Black (2000)
8. Men in Black (1997)
9. Braveheart (1995)
10. U-571 (2000)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Digimon: The Movie (2000)
2. Duets (2000)
3. Highlander: Endgame (2000)
4. Terminator 2: Judgment Day (1991)
5. Shanghai Noon (2000)
6. Jurassic Park (1993)
7. Pitch Black (2000)
8. Men in Black (1997)
9. Braveheart (1995)
10. U-571 (2000)",M,25-34,programmer,3753,"Patriot, The (2000)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: programmer

Watch history:
1. Christmas Story, A (1983)
2. Groundhog Day (1993)
3. Pee-wee's Big Adventure (1985)
4. Animal House (1978)
5. Lock, Stock & Two Smoking Barrels (1998)
6. Babe (1995)
7. Nightmare Before Christmas, The (1993)
8. As Good As It Gets (1997)
9. Stand by Me (1986)
10. Vacation (1983)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Christmas Story, A (1983)
2. Groundhog Day (1993)
3. Pee-wee's Big Adventure (1985)
4. Animal House (1978)
5. Lock, Stock & Two Smoking Barrels (1998)
6. Babe (1995)
7. Nightmare Before Christmas, The (1993)
8. As Good As It Gets (1997)
9. Stand by Me (1986)
10. Vacation (1983)",M,25-34,programmer,1,Toy Story (1995)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: retired

Watch history:
1. October Sky (1999)
2. Boogie Nights (1997)
3. William Shakespeare's Romeo and Juliet (1996)
4. Three Kings (1999)
5. Grifters, The (1990)
6. Few Good Men, A (1992)
7. Green Mile, The (1999)
8. Three Colors: Blue (1993)
9. Carlito's Way (1993)
10. English Patient, The (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. October Sky (1999)
2. Boogie Nights (1997)
3. William Shakespeare's Romeo and Juliet (1996)
4. Three Kings (1999)
5. Grifters, The (1990)
6. Few Good Men, A (1992)
7. Green Mile, The (1999)
8. Three Colors: Blue (1993)
9. Carlito's Way (1993)
10. English Patient, The (1996)",M,50-55,retired,281,Nobody's Fool (1994)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: artist

Watch history:
1. Shakespeare in Love (1998)
2. Wallace & Gromit: The Best of Aardman Animation (1996)
3. Being John Malkovich (1999)
4. Life Is Beautiful (La Vita è bella) (1997)
5. Otello (1986)
6. My Left Foot (1989)
7. Gone with the Wind (1939)
8. Rebel Without a Cause (1955)
9. This Is Spinal Tap (1984)
10. Full Metal Jacket (1987)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Shakespeare in Love (1998)
2. Wallace & Gromit: The Best of Aardman Animation (1996)
3. Being John Malkovich (1999)
4. Life Is Beautiful (La Vita è bella) (1997)
5. Otello (1986)
6. My Left Foot (1989)
7. Gone with the Wind (1939)
8. Rebel Without a Cause (1955)
9. This Is Spinal Tap (1984)
10. Full Metal Jacket (1987)",M,25-34,artist,3160,Magnolia (1999)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Twelve Monkeys (1995)
2. Aliens (1986)
3. Sleeper (1973)
4. Star Wars: Episode VI - Return of the Jedi (1983)
5. Army of Darkness (1993)
6. Gattaca (1997)
7. Pi (1998)
8. Mad Max (1979)
9. Time Bandits (1981)
10. Dark Crystal, The (1982)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Twelve Monkeys (1995)
2. Aliens (1986)
3. Sleeper (1973)
4. Star Wars: Episode VI - Return of the Jedi (1983)
5. Army of Darkness (1993)
6. Gattaca (1997)
7. Pi (1998)
8. Mad Max (1979)
9. Time Bandits (1981)
10. Dark Crystal, The (1982)",M,25-34,technician/engineer,1374,Star Trek: The Wrath of Khan (1982)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Cop Land (1997)
2. Professional, The (a.k.a. Leon: The Professional) (1994)
3. Clay Pigeons (1998)
4. Asphalt Jungle, The (1950)
5. Robocop (1987)
6. Godfather: Part III, The (1990)
7. Devil's Advocate, The (1997)
8. Kiss the Girls (1997)
9. Gridlock'd (1997)
10. Rounders (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Cop Land (1997)
2. Professional, The (a.k.a. Leon: The Professional) (1994)
3. Clay Pigeons (1998)
4. Asphalt Jungle, The (1950)
5. Robocop (1987)
6. Godfather: Part III, The (1990)
7. Devil's Advocate, The (1997)
8. Kiss the Girls (1997)
9. Gridlock'd (1997)
10. Rounders (1998)",M,25-34,other,70,From Dusk Till Dawn (1996)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: academic/educator

Watch history:
1. Enemy of the State (1998)
2. Get Shorty (1995)
3. Gladiator (2000)
4. Speed (1994)
5. Desperado (1995)
6. Heartbreak Ridge (1986)
7. Shanghai Noon (2000)
8. Blade (1998)
9. Die Hard 2 (1990)
10. Thomas Crown Affair, The (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Enemy of the State (1998)
2. Get Shorty (1995)
3. Gladiator (2000)
4. Speed (1994)
5. Desperado (1995)
6. Heartbreak Ridge (1986)
7. Shanghai Noon (2000)
8. Blade (1998)
9. Die Hard 2 (1990)
10. Thomas Crown Affair, The (1999)",M,25-34,academic/educator,2001,Lethal Weapon 2 (1989)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Man Who Knew Too Little, The (1997)
2. Mr. Saturday Night (1992)
3. Austin Powers: The Spy Who Shagged Me (1999)
4. Kingpin (1996)
5. Billy Madison (1995)
6. Fear and Loathing in Las Vegas (1998)
7. Only You (1994)
8. Spaceballs (1987)
9. Airplane II: The Sequel (1982)
10. Back to School (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Man Who Knew Too Little, The (1997)
2. Mr. Saturday Night (1992)
3. Austin Powers: The Spy Who Shagged Me (1999)
4. Kingpin (1996)
5. Billy Madison (1995)
6. Fear and Loathing in Las Vegas (1998)
7. Only You (1994)
8. Spaceballs (1987)
9. Airplane II: The Sequel (1982)
10. Back to School (1986)",M,18-24,college/grad student,1588,George of the Jungle (1997)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: sales/marketing

Watch history:
1. Buddy Holly Story, The (1978)
2. Outlaw Josey Wales, The (1976)
3. Marathon Man (1976)
4. Annie Hall (1977)
5. M*A*S*H (1970)
6. Three Days of the Condor (1975)
7. Being There (1979)
8. Blazing Saddles (1974)
9. Magnum Force (1973)
10. Omen, The (1976)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Buddy Holly Story, The (1978)
2. Outlaw Josey Wales, The (1976)
3. Marathon Man (1976)
4. Annie Hall (1977)
5. M*A*S*H (1970)
6. Three Days of the Condor (1975)
7. Being There (1979)
8. Blazing Saddles (1974)
9. Magnum Force (1973)
10. Omen, The (1976)",M,35-44,sales/marketing,3733,"Paper Chase, The (1973)"
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Bug's Life, A (1998)
2. L.A. Story (1991)
3. Lady and the Tramp (1955)
4. Bulworth (1998)
5. Full Monty, The (1997)
6. Say Anything... (1989)
7. Risky Business (1983)
8. Nightmare Before Christmas, The (1993)
9. There's Something About Mary (1998)
10. Bullets Over Broadway (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Bug's Life, A (1998)
2. L.A. Story (1991)
3. Lady and the Tramp (1955)
4. Bulworth (1998)
5. Full Monty, The (1997)
6. Say Anything... (1989)
7. Risky Business (1983)
8. Nightmare Before Christmas, The (1993)
9. There's Something About Mary (1998)
10. Bullets Over Broadway (1994)",F,25-34,sales/marketing,1,Toy Story (1995)
